idfactoid,idimplantation,usual_name,caracteristique,caracNew,modAgreg,modalite,fklinked_implantation,linked_implantation_name,date_start_min,date_start_max,date_stop_min,date_stop_max,lat,lng,location_granularity,Diocese,date_startC,date_stopC,DureeFact
12499,828,Chenevières,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1233,1234,1234,1792,45.6959506,1.0368416,precise,Limoges,1233.5,1513,279.5
12500,828,Chenevières,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1234,1792,1792,1792,45.6959506,1.0368416,precise,Limoges,1513,1792,279
12501,829,Charigny,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré autonome,NA,NA,1184,1184,1201,1300,47.4301677,4.4261142,precise,Autun,1184,1250.5,66.5
12502,829,Charigny,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1201,1300,1637,1655,47.4301677,4.4261142,precise,Autun,1250.5,1646,395.5
12503,829,Charigny,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1637,1655,1800,1800,47.4301677,4.4261142,precise,Autun,1646,1800,154
12504,830,Chevagnes,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,46.6120556,3.5504933,precise,Autun,1312,1800,488
12505,831,Chevanne-sur-Arroux,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1501,1600,46.779095,4.114715,approximative,Autun,1312,1550.5,238.5
12506,832,Crozan,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1066,1066,1067,1067,46.324502,4.4285119,precise,Autun,1066,1067,1
12507,832,Crozan,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1067,1067,1681,1774,46.324502,4.4285119,precise,Autun,1067,1727.5,660.5
12508,833,Gien,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1800,1800,47.1382852,4.0991441,precise,Autun,1350.5,1800,449.5
12509,835,Saint-Thibault,Institutions - Statuts,Statuts,Autre,Autre - Incertain,NA,NA,1331,1331,1331,1352,47.372327,4.471983,precise,Autun,1331,1341.5,10.5
12510,835,Saint-Thibault,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1331,1352,1791,1791,47.372327,4.471983,precise,Autun,1341.5,1791,449.5
12511,836,"Ligny-le-Châtel, Saint-Symphorien",Institutions - Statuts,Statuts,Autre,Autre - Incertain,NA,NA,800,814,1108,1108,47.920542,3.752498,commune,Langres,807,1108,301
12512,836,"Ligny-le-Châtel, Saint-Symphorien",Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1108,1108,1800,1800,47.920542,3.752498,commune,Langres,1108,1800,692
12513,837,Chevagny,Institutions - Statuts,Statuts,Autre,Autre - Villa,NA,NA,974,974,1312,1312,46.464886,4.649678,approximative,Mâcon,974,1312,338
12514,837,Chevagny,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1312,1790,46.464886,4.649678,approximative,Mâcon,1312,1551,239
12515,838,Chintry,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1312,1790,46.534291,4.375356,approximative,Autun,1312,1551,239
12516,839,Chorey,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1190,1190,1190,1190,47.049554,4.86872,approximative,Autun,1190,1190,0
12517,839,Chorey,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1190,1190,1190,1223,47.049554,4.86872,approximative,Autun,1190,1206.5,16.5
12518,839,Chorey,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1190,1223,1259,1469,47.049554,4.86872,approximative,Autun,1206.5,1364,157.5
12519,840,Condé,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré autonome,NA,NA,1274,1274,1274,1274,46.3762812,4.0452488,precise,Autun,1274,1274,0
12520,840,Condé,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1274,1274,1800,1800,46.3762812,4.0452488,precise,Autun,1274,1800,526
12521,841,Corpeau,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1094,1094,1312,1312,46.928987,4.7534939,precise,Autun,1094,1312,218
12522,841,Corpeau,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,46.928987,4.7534939,precise,Autun,1312,1800,488
12523,842,Corpoyer,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1076,1098,1791,1791,47.529137,4.647647,approximative,Autun,1087,1791,704
12524,843,Coutars,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,46.5574763,3.7063078,precise,Autun,1312,1800,488
12525,844,Dornecy,Institutions - Statuts,Statuts,Autre,Autre - Villa,NA,NA,863,863,1102,1102,47.4364136,3.5874937,precise,Autun,863,1102,239
12526,844,Dornecy,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1102,1102,1301,1400,47.4364136,3.5874937,precise,Autun,1102,1350.5,248.5
12527,844,Dornecy,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1800,1800,47.4364136,3.5874937,precise,Autun,1350.5,1800,449.5
12528,845,Dracy-Saint-Loup,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1139,1170,1800,1800,47.0145123,4.335734,precise,Autun,1154.5,1800,645.5
12529,846,Duesme,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1100,1100,1271,1271,47.6407796,4.6841819,precise,Autun,1100,1271,171
12530,846,Duesme,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1271,1271,1775,1775,47.6407796,4.6841819,precise,Autun,1271,1775,504
12531,847,Fly,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré autonome,NA,NA,1312,1312,1312,1791,46.593552,3.851891,approximative,Autun,1312,1551.5,239.5
12532,848,Fontaine,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1258,1258,1790,1790,46.774936,3.636196,approximative,Autun,1258,1790,532
12533,849,Gannay,Institutions - Statuts,Statuts,Séculier,Séculier - Église paroissiale,NA,NA,1182,1182,1301,1400,NA,NA,NA,Autun,1182,1350.5,168.5
12534,849,Gannay,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1800,1800,NA,NA,NA,Autun,1350.5,1800,449.5
12535,850,Gilly,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1179,1180,1299,1299,47.1714807,4.9813594,precise,Autun,1179.5,1299,119.5
12536,850,Gilly,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1299,1299,1791,1791,47.1714807,4.9813594,precise,Autun,1299,1791,492
12537,851,Girolles (église),Institutions - Statuts,Statuts,Autre,Autre - Villa,NA,NA,885,885,1164,1164,47.5302633,3.8392188,precise,Autun,885,1164,279
12538,851,Girolles (église),Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1164,1164,1800,1800,47.5302633,3.8392188,precise,Autun,1164,1800,636
12539,852,Givry,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1791,1791,47.520558,3.7969279,precise,Autun,1312,1791,479
12540,853,Lavaufranche,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1206,1206,1206,1792,46.3170082,2.2693458,precise,Limoges,1206,1499,293
12541,853,Lavaufranche,Institutions - Statuts,Statuts,Régulier,Régulier - Commanderie,NA,NA,1206,1792,1792,1792,46.3170082,2.2693458,precise,Limoges,1499,1792,293
12542,854,Saint-Jean-lès-Montluçon,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1547,1549,1549,1549,46.3228488,2.6049953,precise,Bourges,1548,1549,1
12543,854,Saint-Jean-lès-Montluçon,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1549,1549,1792,1792,46.3228488,2.6049953,precise,Bourges,1549,1792,243
12544,855,Buxières-sous-Montaigut,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1280,1280,1280,1792,46.2042072,2.8483576,precise,Bourges,1280,1536,256
12545,855,Buxières-sous-Montaigut,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1280,1792,1792,1792,46.2042072,2.8483576,precise,Bourges,1536,1792,256
12546,856,Glanot,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1163,1163,1791,1791,47.2957733,4.4081244,precise,Autun,1163,1791,628
12547,857,Grignon,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré autonome,NA,NA,1001,1100,1149,1149,47.561427,4.41063,precise,Autun,1050.5,1149,98.5
12548,857,Grignon,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1149,1149,1791,1791,47.561427,4.41063,precise,Autun,1149,1791,642
12549,858,"Semur, Notre-Dame",Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1020,1020,1739,1739,47.4904673,4.3328121,precise,Autun,1020,1739,719
12550,858,"Semur, Notre-Dame",Institutions - Statuts,Statuts,Séculier communautaire,Séculier communautaire - Chapitre collégial séculier,NA,NA,1739,1739,1800,1800,47.4904673,4.3328121,precise,Autun,1739,1800,61
12551,859,Confolens,Institutions - Statuts,Statuts,Régulier,Régulier - Commanderie,NA,NA,1273,1781,1800,1800,46.0102464,0.6756931,precise,Limoges,1527,1800,273
12552,860,Grury,Institutions - Statuts,Statuts,Séculier,Séculier - Église paroissiale,NA,NA,1312,1312,1800,1800,46.664929,3.913339,approximative,Autun,1312,1800,488
12553,861,Guillon,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1211,1211,1312,1312,47.5136687,4.0924601,precise,Autun,1211,1312,101
12554,862,Perrigny,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,937,962,1301,1400,46.5387645,3.8383253,precise,Autun,949.5,1350.5,401
12555,862,Perrigny,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1800,1800,46.5387645,3.8383253,precise,Autun,1350.5,1800,449.5
12556,863,Huillaux,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,955,955,997,1030,NA,NA,NA,Autun,955,1013.5,58.5
12557,863,Huillaux,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,997,1030,1201,1735,NA,NA,NA,Autun,1013.5,1468,454.5
12558,863,Huillaux,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1201,1735,1735,1735,NA,NA,NA,Autun,1468,1735,267
12559,864,Issangy,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1201,1300,1791,1791,46.5121135,3.9052344,precise,Autun,1250.5,1791,540.5
12560,866,Jouey,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1312,1312,1800,1800,47.1538307,4.4450291,precise,Autun,1312,1800,488
12561,867,Féniers,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1288,1288,1288,1792,45.7494099,2.1260918,precise,Limoges,1288,1540,252
12562,867,Féniers,Institutions - Statuts,Statuts,Régulier,Régulier - Commanderie,NA,NA,1288,1792,1792,1792,45.7494099,2.1260918,precise,Limoges,1540,1792,252
12563,868,Comps,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1309,1309,1309,1792,45.742157,2.0440752,precise,Limoges,1309,1550.5,241.5
12564,868,Comps,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1309,1792,1792,1792,45.742157,2.0440752,precise,Limoges,1550.5,1792,241.5
12565,869,La Croix-au-Bost,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1180,1180,1180,1792,46.0503019,2.2760555,precise,Limoges,1180,1486,306
12566,869,La Croix-au-Bost,Institutions - Statuts,Statuts,Régulier,Régulier - Commanderie,NA,NA,1180,1792,1792,1792,46.0503019,2.2760555,precise,Limoges,1486,1792,306
12567,870,La Bruyère,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1556,1556,1556,1792,46.1319727,2.3793725,precise,Limoges,1556,1674,118
12568,870,La Bruyère,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1556,1792,1792,1792,46.1319727,2.3793725,precise,Limoges,1674,1792,118
12569,871,Beauchassin,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1374,1375,1375,1792,46.4748365,3.0413575,precise,Bourges,1374.5,1583.5,209
12570,871,Beauchassin,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1375,1792,1792,1792,46.4748365,3.0413575,precise,Bourges,1583.5,1792,208.5
12571,872,Coursaget,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1374,1375,1375,1792,46.2986244,2.5073982,precise,Bourges,1374.5,1583.5,209
12572,872,Coursaget,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1375,1792,1792,1792,46.2986244,2.5073982,precise,Bourges,1583.5,1792,208.5
12573,873,Pallier,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1374,1375,1375,1792,45.7879893,2.0306381,precise,Limoges,1374.5,1583.5,209
12574,873,Pallier,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1375,1792,1792,1792,45.7879893,2.0306381,precise,Limoges,1583.5,1792,208.5
12575,874,Saint-Maurice,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1288,1288,1288,1792,45.2537107,1.2955005,precise,Limoges,1288,1540,252
12576,874,Saint-Maurice,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1288,1792,1792,1792,45.2537107,1.2955005,precise,Limoges,1540,1792,252
12577,875,Le Coudert,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1279,1279,1279,1792,45.2772657,1.9479603,precise,Limoges,1279,1535.5,256.5
12578,875,Le Coudert,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1279,1792,1792,1792,45.2772657,1.9479603,precise,Limoges,1535.5,1792,256.5
12579,876,Molesme,Institutions - Statuts,Statuts,Régulier,Régulier - Communauté d'ermites,NA,NA,1069,1075,1075,1098,47.9343023,4.3572245,precise,Langres,1072,1086.5,14.5
12580,876,Molesme,Institutions - Statuts,Statuts,Régulier,Régulier - Abbaye,NA,NA,1075,1098,1791,1791,47.9343023,4.3572245,precise,Langres,1086.5,1791,704.5
12581,877,Joux-la-Ville,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1164,1164,1189,1189,47.622208,3.8621337,precise,Autun,1164,1189,25
12582,877,Joux-la-Ville,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1189,1189,1791,1791,47.622208,3.8621337,precise,Autun,1189,1791,602
12583,878,Barbarandière (La),Institutions - Statuts,Statuts,Séculier,Séculier - Chapelle,NA,NA,1401,1500,1691,1693,46.3719622,4.3292304,precise,Autun,1450.5,1692,241.5
12584,878,Barbarandière (La),Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1691,1693,1757,1774,46.3719622,4.3292304,precise,Autun,1692,1765.5,73.5
12585,879,"Rigny-sur-Arroux, Chapelotte (La)",Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1601,1700,1800,1800,46.5334726,4.0289633,precise,Autun,1650.5,1800,149.5
12586,880,La Vernée,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1225,1225,1790,1790,47.333999,3.885863,precise,Autun,1225,1790,565
12587,881,Motte-Saint-Jean (La),Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,46.514501,3.959469,approximative,Autun,1312,1800,488
12588,882,Rochepot (La),Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1318,1318,1494,1494,46.9582322,4.6778932,precise,Autun,1318,1494,176
12589,882,Rochepot (La),Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1494,1494,1761,1761,46.9582322,4.6778932,precise,Autun,1494,1761,267
12590,883,Le Breuil,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1261,1261,1772,1791,47.243071,4.346835,precise,Autun,1261,1781.5,520.5
12591,884,Roche-Vanneau (La),Institutions - Statuts,Statuts,Autre,Autre - Indéterminé,NA,NA,1255,1255,1301,1400,47.4733638,4.5271051,precise,Autun,1255,1350.5,95.5
12592,884,Roche-Vanneau (La),Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1800,1800,47.4733638,4.5271051,precise,Autun,1350.5,1800,449.5
12593,885,Le Fête,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1164,1164,1248,1248,47.180421,4.508331,approximative,Autun,1164,1248,84
12594,885,Le Fête,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1248,1248,1444,1444,47.180421,4.508331,approximative,Autun,1248,1444,196
12595,886,Le Réconfort,Institutions - Statuts,Statuts,Régulier,Régulier - Abbaye,NA,NA,1235,1235,1789,1789,47.345244,3.671019,precise,Autun,1235,1789,554
12596,887,Mascheix,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1444,1444,1444,1792,45.0690616,1.8034735,precise,Limoges,1444,1618,174
12597,887,Mascheix,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1444,1792,1792,1792,45.0690616,1.8034735,precise,Limoges,1618,1792,174
12598,888,Orliac,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1509,1509,1509,1792,45.3598031,1.801188,precise,Tulle,1509,1650.5,141.5
12599,888,Orliac,Institutions - Statuts,Statuts,Régulier,Régulier - Membre,NA,NA,1509,1792,1792,1792,45.3598031,1.801188,precise,Tulle,1650.5,1792,141.5
12600,889,Livron,Institutions - Statuts,Statuts,Autre,Autre - Incertain,NA,NA,1001,1300,1800,1800,46.9103356,4.6569741,precise,Autun,1150.5,1800,649.5
12601,890,Luzy,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1150,1150,1791,1791,46.7852463,3.9665777,approximative,Autun,1150,1791,641
12602,891,Marcigny-sous-Thil,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1287,1287,1312,1790,47.390892,4.38362,precise,Autun,1287,1551,264
12603,892,Marcy,Institutions - Statuts,Statuts,Autre,Autre - Villa,NA,NA,818,818,1312,1312,46.7252784,3.7276047,precise,Autun,818,1312,494
12604,892,Marcy,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,46.7252784,3.7276047,precise,Autun,1312,1800,488
12605,893,Millay,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1619,1619,46.842355,4.001163,precise,Autun,1350.5,1619,268.5
12606,894,Monceaux-le-Comte,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1800,1800,47.3299702,3.6606203,precise,Autun,1350.5,1800,449.5
12607,895,Montambert,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1107,1107,1400,1400,46.7698405,3.6766097,precise,Autun,1107,1400,293
12608,895,Montambert,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1400,1400,1791,1791,46.7698405,3.6766097,precise,Autun,1400,1791,391
12609,896,Montartaut,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1791,1791,46.9884449,4.5507821,precise,Autun,1312,1791,479
12610,897,Monthelie,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1173,1173,1312,1312,46.9927515,4.7666714,precise,Autun,1173,1312,139
12611,897,Monthelie,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1735,1735,46.9927515,4.7666714,precise,Autun,1312,1735,423
12612,898,Montillot,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1312,1790,47.507587,3.716194,approximative,Autun,1312,1551,239
12613,899,Montot,Institutions - Statuts,Statuts,Séculier,Séculier - Chapelle,NA,NA,1001,1100,1800,1800,46.542186,4.017664,precise,Autun,1050.5,1800,749.5
12614,900,"Montréal, Saint-Bernard",Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1012,1012,1012,1790,47.541813,4.035908,precise,Autun,1012,1401,389
12615,901,Curemonte,Institutions - Statuts,Statuts,Autre,Autre - Incertain,NA,NA,1297,1308,1308,1308,45.0004221,1.7430183,precise,Limoges,1302.5,1308,5.5
12616,901,Curemonte,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1308,1308,1792,1792,45.0004221,1.7430183,precise,Limoges,1308,1792,484
12617,902,Nailly,Institutions - Statuts,Statuts,Régulier,Régulier - Chapitre collégial régulier,NA,NA,1228,1228,1457,1457,47.5111207,4.568084,precise,Autun,1228,1457,229
12618,902,Nailly,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1457,1457,1791,1791,47.5111207,4.568084,precise,Autun,1457,1791,334
12619,903,Beaulieu,Institutions - Statuts,Statuts,Régulier,Régulier - Cella,NA,NA,1010,1038,1690,1690,47.725421,4.733561,approximative,Autun,1024,1690,666
12620,904,Oudry,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1001,1100,1242,1242,46.583157,4.166631,approximative,Autun,1050.5,1242,191.5
12621,904,Oudry,Institutions - Statuts,Statuts,Régulier,Régulier - Maison,NA,NA,1242,1242,1800,1800,46.583157,4.166631,approximative,Autun,1242,1800,558
12622,905,Le Pal,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,NA,NA,NA,Autun,1312,1800,488
12623,906,Perrecy-les-Forges,Institutions - Statuts,Statuts,Autre,Autre - Villa,NA,NA,830,830,830,840,46.612491,4.215221,precise,Autun,830,835,5
12624,906,Perrecy-les-Forges,Institutions - Statuts,Statuts,Séculier,Séculier - Chapelle,NA,NA,830,840,876,876,46.612491,4.215221,precise,Autun,835,876,41
12625,906,Perrecy-les-Forges,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,876,876,900,930,46.612491,4.215221,precise,Autun,876,915,39
12626,906,Perrecy-les-Forges,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,900,930,1724,1724,46.612491,4.215221,precise,Autun,915,1724,809
12627,906,Perrecy-les-Forges,Institutions - Statuts,Statuts,Autre,Autre - Incertain,NA,NA,1724,1724,1782,1782,46.612491,4.215221,precise,Autun,1724,1782,58
12628,906,Perrecy-les-Forges,Institutions - Statuts,Statuts,Séculier,Séculier - Église paroissiale,NA,NA,1784,1784,1800,1800,46.612491,4.215221,precise,Autun,1784,1800,16
12629,907,"Nevers, Saint-Victor",Institutions - Statuts,Statuts,Régulier,Régulier - Abbaye,NA,NA,1053,1053,1059,1059,46.988181,3.157068,approximative,Nevers,1053,1059,6
12630,907,"Nevers, Saint-Victor",Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1059,1059,1085,1085,46.988181,3.157068,approximative,Nevers,1059,1085,26
12631,907,"Nevers, Saint-Victor",Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1085,1085,1789,1792,46.988181,3.157068,approximative,Nevers,1085,1790.5,705.5
12632,908,Saint-Saturnin-du-Plain,Institutions - Statuts,Statuts,Régulier,Régulier - Chapitre collégial régulier,NA,NA,1085,1085,1201,1300,46.8919838,4.6202232,precise,Autun,1085,1250.5,165.5
12633,908,Saint-Saturnin-du-Plain,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1201,1300,1739,1739,46.8919838,4.6202232,precise,Autun,1250.5,1739,488.5
12634,908,Saint-Saturnin-du-Plain,Institutions - Statuts,Statuts,Autre,Autre - Incertain,NA,NA,1739,1739,1800,1800,46.8919838,4.6202232,precise,Autun,1739,1800,61
12635,909,Pouilloux,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1001,1100,1312,1312,46.606884,4.360221,precise,Autun,1050.5,1312,261.5
12636,909,Pouilloux,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1800,1800,46.606884,4.360221,precise,Autun,1312,1800,488
12637,910,Précy,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1312,1312,1648,1791,47.5931191,3.8316962,precise,Autun,1312,1719.5,407.5
12638,911,Rabutin,Institutions - Statuts,Statuts,Régulier,Régulier - Abbaye,NA,NA,1501,1600,1501,1600,46.403398,4.253247,precise,Autun,1550.5,1550.5,0
12639,911,Rabutin,Institutions - Statuts,Statuts,Régulier,Régulier - Abbaye-fille,NA,NA,1501,1600,1800,1800,46.403398,4.253247,precise,Autun,1550.5,1800,249.5
12640,912,Ruages,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1301,1400,47.3164789,3.68309,precise,Autun,1350.5,1350.5,0
12641,912,Ruages,Institutions - Statuts,Statuts,Régulier,Régulier - Prieuré (dépendance),NA,NA,1301,1400,1791,1791,47.3164789,3.68309,precise,Autun,1350.5,1791,440.5
12642,913,"Saulieu, Saint-Andoche",Institutions - Statuts,Statuts,Séculier communautaire,Séculier communautaire - Basilique,NA,NA,722,722,843,843,47.279589,4.230079,precise,Autun,722,843,121
12643,913,"Saulieu, Saint-Andoche",Institutions - Statuts,Statuts,Régulier,Régulier - Abbaye,NA,NA,843,843,1119,1124,47.279589,4.230079,precise,Autun,843,1121.5,278.5
12644,913,"Saulieu, Saint-Andoche",Institutions - Statuts,Statuts,Séculier communautaire,Séculier communautaire - Chapitre collégial séculier,NA,NA,1119,1124,1792,1792,47.279589,4.230079,precise,Autun,1121.5,1792,670.5
12645,914,Saint-André(-en-Terre-Plaine),Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1401,1500,1401,1790,47.4798293,4.0586895,precise,Autun,1450.5,1595.5,145
12646,915,Sainte-Foy,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1060,1094,1060,1095,46.2768154,4.1320779,precise,Autun,1077,1077.5,0.5
12647,915,Sainte-Foy,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1060,1095,1120,1120,46.2768154,4.1320779,precise,Autun,1077.5,1120,42.5
12648,915,Sainte-Foy,Institutions - Statuts,Statuts,Régulier,Régulier - Cella,NA,NA,1120,1120,1120,1692,46.2768154,4.1320779,precise,Autun,1120,1406,286
12649,916,Sainte-Magnance,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1001,1100,1139,1139,47.4502171,4.0745824,precise,Autun,1050.5,1139,88.5
12650,916,Sainte-Magnance,Institutions - Statuts,Statuts,Séculier,Séculier - Église,NA,NA,1139,1139,1200,1200,47.4502171,4.0745824,precise,Autun,1139,1200,61
